Company Name,Identifier,URL
Moser Baer,MBI,https://www.moneycontrol.com/india/stockpricequote/computershardware/moserbaerindia/MBI
Mothercare,MIL06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mothercareindia/MIL06
Moti Electric,MEI01,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/motielectricindustries/MEI01
Motisons Jewell,MJL,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/motisonsjewellers/MJL
Motorol Oils,MSO,https://www.moneycontrol.com/india/stockpricequote/lubricants/motorolspecialityoils/MSO
Mount Shivalik,MSI06,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/mountshivalikindustries/MSI06
Moving Picture,MPC03,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/movingpicturecompany/MPC03
MP Agro,MPA,https://www.moneycontrol.com/india/stockpricequote/mpagro/mpagromorarjifertilisers/MPA
MPDL,MS23,https://www.moneycontrol.com/india/stockpricequote/mpdl/mpdllimited/MS23
MPL Plastics,MP13,https://www.moneycontrol.com/india/stockpricequote/plastics/mplplastics/MP13
MRF,MRF,https://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
Mrinal Texturis,MTI03,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mrinaltexturisingindustries/MTI03
MRPL,MRP,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
MS Shoes,MSS03,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/msshoeseast/MSS03
MSL Industries,MSL,https://www.moneycontrol.com/india/stockpricequote/plastics/mslindustries/MSL
MSTC,M21,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mstc/M21
MTNL,MTN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN
Mudit Finlease,MF18,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muditfinlease/MF18
Mufin Green,APMFI54277,https://www.moneycontrol.com/india/stockpricequote/mufingreen/mufingreenfinance/APMFI54277
Mukati Transfor,MT05,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/mukatitransformers/MT05
Mukesh Steels,MS14,https://www.moneycontrol.com/india/stockpricequote/steelrolling/mukeshsteels/MS14
Mukka Proteins,MPL05,https://www.moneycontrol.com/india/stockpricequote/consumerfood/mukkaproteins/MPL05
Mukund Engg,ME09,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mukandengineers/ME09
Multi-Arc India,MAI02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multiarcindia/MAI02
Multilac Surfac,MSC01,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/multilacsurfacecoatingi/MSC01
Munis Forge,MF14,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/munisforge/MF14
Munoth Capital,MCM01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/munothcapitalmarkets/MCM01
Murablack,MI23,https://www.moneycontrol.com/india/stockpricequote/chemicals/murablackindia/MI23
MURAE-RE1,MOR01,https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/muraeorganisorre1/MOR01
Music Broadcast,MB05,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/musicbroadcast/MB05
Muthoot Finance,MF10,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10
Muzaffarnagar,MSL05,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/muzaffarnagarsteels/MSL05
MVL,MVL01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/mvl/MVL01
My Mudra Fin,MMF07,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/mymudrafincorp/MMF07
Mysore Kirloska,MK01,https://www.moneycontrol.com/india/stockpricequote/machinetools/mysorekirloskar/MK01
Mystic Electr,PE08,https://www.moneycontrol.com/india/stockpricequote/trading/mysticelectronics/PE08
N1NSETEST,N1NSE12848,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/n1nsetest/N1NSE12848
NABARDSR2D1,NAB,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/nabardunsecurednonconvertiblezerocouponbon/NAB
Nacl Industries,NA04,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/naclindustries/NA04
Nagarjuna Ag,NA03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nagarjunaagritech/NA03
Nagarjuna Fin,NF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/nagarjunafinance/NF
Nagarjuna Oil,NOR,https://www.moneycontrol.com/india/stockpricequote/refineries/nagarjunaoilrefinery/NOR
NAGREE-RE,NER,https://www.moneycontrol.com/india/stockpricequote/textilespinning/nagreekaexportsre/NER
Nahar Capital,NCF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/naharcapitalfinancialservices/NCF
Nahar Intl,NI14,https://www.moneycontrol.com/india/stockpricequote/textilescottonblended/naharinternational/NI14
Nahar Sugar,NSA,https://www.moneycontrol.com/india/stockpricequote/sugar/naharsugaralliedindustries/NSA
Nakoda,NTI,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nakoda/NTI
Nakshatra Infra,MF08,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nakshatrainfrastructure/MF08
Nalin Leasing,NLF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/nalinleasefinance/NLF
Naman In-Store,NII04,https://www.moneycontrol.com/india/stockpricequote/namaninstore/namaninstoreindia/NII04
Namtech Electro,NED,https://www.moneycontrol.com/india/stockpricequote/electricals/namtechelectronicdevices/NED
Nandani Creatio,NC09,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/nandanicreation/NC09
Naperol Invest,NP03,https://www.moneycontrol.com/india/stockpricequote/chemicals/naperolinvestments/NP03
Naraingarh Suga,NSM02,https://www.moneycontrol.com/india/stockpricequote/sugar/naraingarhsugarmills/NSM02
Narbada Gems,NGJ01,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/narbadagemsjewellery/NGJ01
NARMA-RE,NAR,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/narmadaagrobasere/NAR
Narmada Cement,NCC02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/narmdacementcompany/NCC02
Narmada Macplas,NMD,https://www.moneycontrol.com/india/stockpricequote/plastics/narmadamacplastdripirrigationsystems/NMD
Natco Pharma,NP07,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
Nath Industries,RPP,https://www.moneycontrol.com/india/stockpricequote/paper/nathindustrieslimited/RPP
National Fittin,ITP01,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nationalfittings/ITP01
National Ind,NGI03,https://www.moneycontrol.com/india/stockpricequote/steelrolling/nationalgeneralindustries/NGI03
National Plasti,NPI,https://www.moneycontrol.com/india/stockpricequote/plastics/nationalplasticindustries/NPI
National Steel,NSA02,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/nationalsteelagroindustries/NSA02
Natraj Proteins,NP04,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/natrajproteins/NP04
Natural Cap PP,NCP01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/naturalcapsulespp/NCP01
Natural Expo,NEA01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/naturalexpoagroindustries/NEA01
Naturite Agro,NAP01,https://www.moneycontrol.com/india/stockpricequote/naturiteagro/naturiteagroproducts/NAP01
Nava Bharat Ent,NBE,https://www.moneycontrol.com/india/stockpricequote/trading/navabharatenterprises/NBE
Naveen Textiles,NTL01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/naveentextiles/NTL01
Navin Fluorine,NFI,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI
Navketan Merch,NM03,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/navketanmerchants/NM03
Navsari Cotton,NCS,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/navsaricottonsilkmills/NCS
NAYSAA-RE,NSR,https://www.moneycontrol.com/india/stockpricequote/financeothers/naysaasecuritiesre/NSR
NBCC (India),NBC01,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01
NCC Blue Water,NCC,https://www.moneycontrol.com/india/stockpricequote/aquaculture/nccbluewaterproducts/NCC
NCL Marbles,NCL04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nclmarblesgranites/NCL04
NCLRESE-RE,NRF,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/nclresearchfinancialservicesre/NRF
NDA Securities,NDA,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ndasecurities/NDA
NDR InvIT Trust,NIT01,https://www.moneycontrol.com/india/stockpricequote/ndrinvittrust/ndrinvittrust/NIT01
NECCLTDPP,NEC03,https://www.moneycontrol.com/india/stockpricequote/logistics/northeasterncarryingcorporationpp/NEC03
Nedungadi Bank,NB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/nedungadibank/NB
Neelkanth Motel,NMH,https://www.moneycontrol.com/india/stockpricequote/hotels/neelkanthmotelshotels/NMH
Negotium Int,MIT,https://www.moneycontrol.com/india/stockpricequote/trading/negotiuminternationaltrade/MIT
Neha Proteins,NP06,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nehaproteins/NP06
NELCO,NEL,https://www.moneycontrol.com/india/stockpricequote/nelco/nelco/NEL
Neo Intex Mills,NIM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/neointexmills/NIM
Neopolitan Pizz,NPF,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/neopolitanpizzafoods/NPF
NEPC India,NEP01,https://www.moneycontrol.com/india/stockpricequote/engineering/nepcindia/NEP01
Nephro Care Ind,NCIL,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/nephrocareindia/NCIL
Nestle,NI,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI
Net Axis Soft,NAS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/netaxissoftwareservices/NAS
Netflier Finco,NF9,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/netflierfinco/NF9
Nettlinx,NS05,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/nettlinx/NS05
Netweb,NTI03,https://www.moneycontrol.com/india/stockpricequote/netweb/netwebtechnologiesindia/NTI03
Network People,NPS02,https://www.moneycontrol.com/india/stockpricequote/software/networkpeopleservicestechnologies/NPS02
Nevtia Spinners,NS08,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nevtiaspinners/NS08
New Era Urban,NEU,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/neweraurbanamenities/NEU
New Light Appar,NLA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newlightapparels/NLA
New Swan,NSM03,https://www.moneycontrol.com/india/stockpricequote/ironsteel/newswanmultitech/NSM03
Newgen Software,NST01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/newgensoftwaretechnologies/NST01
Newtime Infra,II13,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/newtimeinfrastructure/II13
Next Mediaworks,MDM01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nextmediaworks/MDM01
Nexus Select,NST02,https://www.moneycontrol.com/india/stockpricequote/constructionrealestate/nexusselecttrust/NST02
Nexxoft,NI15,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nexxoftinfotel/NI15
NFL,NF06,https://www.moneycontrol.com/india/stockpricequote/fertilisers/nationalfertilizers/NF06
NGIL-RE1,NGo02,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/nakodagroupindustriesre1/NGo02
NGL Fine Chem,NGL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nglfinechem/NGL
NHIT,NHIT6531,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nhit/NHIT6531
NIBE,KF,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/nibe/KF
Nicco Corp,NC06,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/niccocorporation/NC06
Nidan Lab,NLH,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/nidanlaboratorieshealthcare/NLH
NIEHF,NIEHS54281,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponindiaequityhybridfun/NIEHS54281
NIESF,NIESS54280,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponindiaequitysavingsfu/NIESS54280
NIESF,NIESS54284,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponindiaequitysavingsfu/NIESS54284
NIFITETF,NIFIT22488,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nifitetf/NIFIT22488
NIFTY 100 LIQ,NIF9,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nifty100liq15/NIF9
NIFTY 50 USD,NIF06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nifty50usd/NIF06
NIFTY COMM,NIF04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftycommodities/NIF04
NIFTY DIV OPPS,NIF01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftydivopps50/NIF01
Nifty FMCG,CNX06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftyfmcg/CNX06
Nifty IT,CNX,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/niftyit/CNX
Nifty Midcap,CNX01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftymidcap100/CNX01
NIFTY MIDSML 40,SPB50,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftymidsml400/SPB50
Nifty Pharma,CNX11,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftypharma/CNX11
NIFTY PVT BANK,SPB19,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftyprivatebank/SPB19
NIFTY SMLCAP 10,SPB21,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftysmallcap100/SPB21
NIFTY100EW,NIFTY29944,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nifty100ew/NIFTY29944
NIFTYQLITY,NIFTY10690,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftyqlity/NIFTY10690
Nihonirman,NN,https://www.moneycontrol.com/india/stockpricequote/cementmini/nihonnirmaan/NN
Nijjer Agro,NAP,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nijjeragroproducts/NAP
Nikki Global,NGF,https://www.moneycontrol.com/india/stockpricequote/financegeneral/nikkiglobalfinance/NGF
Nila Infra,NHI,https://www.moneycontrol.com/india/stockpricequote/nilainfra/nilainfrastructures/NHI
Nile,N01,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/nile/N01
Nilsin Ultrache,NUL01,https://www.moneycontrol.com/india/stockpricequote/chemicals/nilsinultrachem/NUL01
Nimbus Ind,NI07,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/nimbusindustries/NI07
Nipp EquityHyb,NIEHS54283,https://www.moneycontrol.com/india/stockpricequote/nippequityhyb/nipponindiaequityhybridfun/NIEHS54283
Nipp InfraBeES,IBE,https://www.moneycontrol.com/india/stockpricequote/nippinfrabees/nipponindiaetfniftyinfrastructurebees/IBE
Nipp Nifty 50,RMF06,https://www.moneycontrol.com/india/stockpricequote/nippnifty50/nipponindiaetfnifty50value20/RMF06
NIPP Nifty Ind,RMF04,https://www.moneycontrol.com/india/stockpricequote/nippniftyind/nipponindiaetfniftyindiaconsumption/RMF04
Nipp Nifty PSU,BMF,https://www.moneycontrol.com/india/stockpricequote/nippniftypsu/nipponindiaetfniftypsubankbees/BMF
Nipp Nifty50 Sh,SBE02,https://www.moneycontrol.com/india/stockpricequote/nippnifty50sh/nipponindiaetfnifty50shariahbees/SBE02
Nipp NiftyBank,BAM02,https://www.moneycontrol.com/india/stockpricequote/nippniftybank/nipponindiaetfniftybankbees/BAM02
Nipp NiftyPhar,NIN,https://www.moneycontrol.com/india/stockpricequote/nippniftyphar/nipponindianiftypharmaetf/NIN
Nipp SPBSESen,RMF08,https://www.moneycontrol.com/india/stockpricequote/nippspbsesen/nipponindiaetfspbsesensex/RMF08
Niraj Cement,NCS02,https://www.moneycontrol.com/india/stockpricequote/cement/nirajcementstructurals/NCS02
Nirajpetro,NP12,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nirajpetro/NP12
Nirlon,N02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirlon/N02
Nirman Agri,NAG01,https://www.moneycontrol.com/india/stockpricequote/agriculture/nirmanagrigenetics/NAG01
Nirmitee Robot,NRI01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirmiteeroboticsindia/NRI01
Nisha Synthetic,NSL01,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nishasynthetics/NSL01
Nissan Copper,NC9,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/nissancopper/NC9
Nitco,N52,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/nitco/N52
Nitin Spinners,NS12,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nitinspinners/NS12
Niva Bupa Healt,NBH,https://www.moneycontrol.com/india/stockpricequote/lifehealthinsurance/nivabupahealthinsurancecompany/NBH
Nivyah Infra,SVE,https://www.moneycontrol.com/india/stockpricequote/electricals/nivyahinfrastructuretelecomservices/SVE
NK Industries,NKI,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nkindustries/NKI
NMDC FPO,N09,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdcfpo/N09
Noble Bros Impe,NBI,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/noblebrothersimpex/NBI
NOCIL,NOC02,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02
Noida Medicare,NM,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/noidamedicare/NM
Norris Medicine,NM01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/norrismedicines/NM01
North Star Gems,NSG,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/northstargems/NSG
Northern Spirit,NS14,https://www.moneycontrol.com/india/stockpricequote/northernspirit/northernspirits/NS14
Northsug,NSC,https://www.moneycontrol.com/india/stockpricequote/sugar/northlandsugarcompany/NSC
Nova Agritech,NAL,https://www.moneycontrol.com/india/stockpricequote/otheragricultureproducts/novaagritech/NAL
Nova Iron,NIS,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/novaironsteel/NIS
Nova Surgikos,NSL03,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/novasurgikos/NSL03
Novartis India,NI01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/novartisindia/NI01
Novopan,NI11,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/novopanindia/NI11
NR Agarwal,NRA,https://www.moneycontrol.com/india/stockpricequote/paper/nragarwalindustries/NRA
NRB Industrial,NRB01,https://www.moneycontrol.com/india/stockpricequote/bearings/nrbindustrialbearings/NRB01
Nse midcap,JNI,https://www.moneycontrol.com/india/stockpricequote/nsemidcap/jrniftyindex/JNI
NTC Industries,RDB,https://www.moneycontrol.com/india/stockpricequote/cigarettes/ntcindustries/RDB
NTPC Green Ener,NGE,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpcgreenenergy/NGE
Nu-Tech Agros,NTA,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nutechagros/NTA
Nucleus Softwar,NS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftwareexports/NS
Nukleus Office,NOS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nukleusofficesolutions/NOS
Numero Uno,NUP,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/numerounoprojects/NUP
Nutech Global,NGL01,https://www.moneycontrol.com/india/stockpricequote/nutechglobal/nutechglobal/NGL01
Nuvama Wealth,NWML,https://www.moneycontrol.com/india/stockpricequote/financeothers/nuvamawealthmanagement/NWML
NV20,NV,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nv20/NV
NXTDIGITAL RE,NR,https://www.moneycontrol.com/india/stockpricequote/media/nxtdigitalre/NR
Oasis Infotech,OI10,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/oasisinfotech/OI10
Oasis Textiles,UI06,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/oasistextiles/UI06
Oberoi Realty,OR,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR
OCCL,OL02,https://www.moneycontrol.com/india/stockpricequote/trading/occl/OL02
Ocean Knits Ltd,OKL,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/oceanknits/OKL
Oceanic Foods,OF03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/oceanicfoods/OF03
Octal Credit,OCC01,https://www.moneycontrol.com/india/stockpricequote/octalcredit/octalcreditcapital/OCC01
Octavius,OP03,https://www.moneycontrol.com/india/stockpricequote/octavius/octaviusplantations/OP03
Odisha Cement,DBE,https://www.moneycontrol.com/india/stockpricequote/cementmajor/odishacementlimited/DBE
Odyssey Video,OVC,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/odysseyvideocommunications/OVC
Ojas Techno,OTP,https://www.moneycontrol.com/india/stockpricequote/lubricants/ojastechnochemproducts/OTP
Ola Electric,OEM,https://www.moneycontrol.com/india/stockpricequote/autoancillariesbrakes/olaelectricmobility/OEM
Olympia Capital,OC,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/olympiacapitals/OC
Olympic Fin Ser,OMF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/olympicmanagementfinancialservices/OMF
Om Sindhoori,OSC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/omsindhooricapitalinvestment/OSC
Omax Autos,OA,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/omaxautos/OA
Omega Ag-Seeds,OAS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/omegaagseedspunjab/OAS
Omfurn India,OI14,https://www.moneycontrol.com/india/stockpricequote/woodwoodproducts/omfurnindia/OI14
Omkar Special,OSC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/omkarspecialitychemicals/OSC01
Omnipotent Ind,OI15,https://www.moneycontrol.com/india/stockpricequote/otherconstructionmaterials/omnipotentindustries/OI15
Omnitex Ind,OI03,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/omnitexindustries/OI03
One 97 Paytm,OC03,https://www.moneycontrol.com/india/stockpricequote/onlineservices/one97communicationspaytm/OC03
One Point One S,OPO,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/onepointonesolutionsltd/OPO
OneSource Ind,AJ,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/onesourceindustriesventures/AJ
ONGC FPO,ONG01,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporationfpo/ONG01
Onix Solar,BE05,https://www.moneycontrol.com/india/stockpricequote/onixsolar/onixsolarenergy/BE05
Ontrack Systems,OS07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ontracksystems/OS07
Opal Industries,OI11,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/opalindustries/OI11
Optel Telecom,OT02,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/opteltelecommunications/OT02
Opto Circuits,OCI01,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01
Orbit Exports,OE,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/orbitexports/OE
ORCHASP,CI27,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/orchasp/CI27
Orde Textiles,OT03,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ordetextiles/OT03
Organic Coating,OC02,https://www.moneycontrol.com/india/stockpricequote/chemicals/organiccoatings/OC02
Oricon Ent,OE03,https://www.moneycontrol.com/india/stockpricequote/packaging/oriconenterprises/OE03
Orient Cement,OC10,https://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10
Orient Fabritex,OF01,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/orientfabritex/OF01
Orient Info,OIT,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/orientinformationtechnology/OIT
Orient Press,OP02,https://www.moneycontrol.com/india/stockpricequote/printingstationery/orientpress/OP02
Orient Trade,OT05,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/orienttradelink/OT05
ORIENTAL AROMAT,CAP,https://www.moneycontrol.com/india/stockpricequote/chemicals/orientalaromaticsltd/CAP
Oriental Hotels,OH,https://www.moneycontrol.com/india/stockpricequote/hotels/orientalhotels/OH
Oriental Remedy,ORH,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/orientalremediesherbals/ORH
Origin Agrostar,OA03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/originagrostar/OA03
Oripro,O03,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/oripro/O03
Orissa Extrusio,OE02,https://www.moneycontrol.com/india/stockpricequote/aluminium/orissaextrusions/OE02
Orissa Luminair,OLL01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/orissaluminaires/OLL01
Orissaa Organic,OOL,https://www.moneycontrol.com/india/stockpricequote/chemicals/orissaaorganics/OOL
Orpine Systems,OS06,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/orpinesystems/OS06
Orton Synthetic,OS04,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ortonsynthetics/OS04
Oseaspre Con,OC08,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/oseaspreco/OC08
Osho Ceramics L,OCL02,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/oshoceramics/OCL02
Osian Chemicals,OC07,https://www.moneycontrol.com/india/stockpricequote/plastics/osianchemicals/OC07
Oswal ChemandFe,OCF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/oswalchemicalsfertilisers/OCF
Oswal Minerals,OM02,https://www.moneycontrol.com/india/stockpricequote/miningminerals/oswalminerals/OM02
Oswal Yarns,OY,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/oswalyarns/OY
Otoklin Plants,OPE,https://www.moneycontrol.com/india/stockpricequote/engineering/otoklinplantsequipments/OPE
Ovobel Foods,OF02,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/ovobelfoods/OF02
Oxford Ind,OI07,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/oxfordindustries/OI07
P and G,PGH,https://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH
P M Telelinnks,PMT01,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/pmtelelinnks/PMT01
P S Raj Steels,RSL11,https://www.moneycontrol.com/india/stockpricequote/ironsteel/psrajsteels/RSL11
Pace Automation,PAL04,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/paceautomation/PAL04
Pacific Ind,PI02,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/pacificindustries/PI02
Pact Industries,PI41,https://www.moneycontrol.com/india/stockpricequote/steellarge/pactindustries/PI41
Padmanabh Alloy,PAP02,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/padmanabhalloyspolymers/PAP02
PAE,PAE05,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/pae/PAE05
Pagita Leasing,PLF04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/pagitaleasingfinanceco/PLF04
