Company Name,Scrip Name,URL
Indian Toners,ITD01,https://www.moneycontrol.com/india/stockpricequote/dyespigments/indiantonersdevelopers/ITD01
Indifra,IL03,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/indifra/IL03
Inditrade Capit,JRG,https://www.moneycontrol.com/india/stockpricequote/financegeneral/inditradecapital/JRG
Indo Amines,IA,https://www.moneycontrol.com/india/stockpricequote/chemicals/indoamines/IA
Indo Bonito,IBM01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indobonitomultinational/IBM01
Indo Brit Agro,IBA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indobritainagrofarms/IBA
Indo Credit Cap,ICC03,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/indocreditcapital/ICC03
Indo Farm Equip,IFE,https://www.moneycontrol.com/india/stockpricequote/automobiletractors/indofarmequipment/IFE
Indo Germa Prod,IGP01,https://www.moneycontrol.com/india/stockpricequote/trading/indogermaproducts/IGP01
Indo Japan Phot,IJP,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/indojapanphotofilmcompany/IJP
Indo Power Cab,IPC02,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/indopowercables/IPC02
Indo Swiss Expo,ISE,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/indoswissexports/ISE
Indo US Bio-Tec,IUB,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indousbiotech/IUB
Indo-City,ICT,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indocitytradesfinance/ICT
Indo-National,NBC,https://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC
Indobell Insula,IIL05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indobellinsulations/IIL05
Indong Tea,ITC02,https://www.moneycontrol.com/india/stockpricequote/trading/indongteacompany/ITC02
Indostar Capita,ICF,https://www.moneycontrol.com/india/stockpricequote/financegeneral/indostarcapitalfinance/ICF
Indraprastha,IMC03,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/indraprasthamedicalcorporation/IMC03
Indsil Hydro,IHP02,https://www.moneycontrol.com/india/stockpricequote/miningminerals/indsilhydropowermanganese/IHP02
Inducon India,II11,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/induconindia/II11
Indus Finance,SF21,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/indusfinance/SF21
Indus Networks,IN02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/indusnetworks/IN02
Indusmin Foods,IF05,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/indusminfoods/IF05
Industrial Oxy,IOC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/industrialoxygencompany/IOC01
Infibeam Avenue,IIL03,https://www.moneycontrol.com/india/stockpricequote/infibeamavenue/infibeamavenues/IIL03
Inflame Applian,IAL01,https://www.moneycontrol.com/india/stockpricequote/diversified/inflameappliancesltd/IAL01
Info Edge,IEI01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infoedgeindia/IEI01
Infomedia Press,I13,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
Infosys,IT,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT
Infronics Syst,IS14,https://www.moneycontrol.com/india/stockpricequote/infronicssyst/infronicssystems/IS14
Inland Printers,IP03,https://www.moneycontrol.com/india/stockpricequote/printingstationery/inlandprinters/IP03
Innomet Advance,IAM,https://www.moneycontrol.com/india/stockpricequote/metalsmining/innometadvancedmaterials/IAM
Innovassynth,II17,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/innovassynthinvestments/II17
Innovative Idea,IIS,https://www.moneycontrol.com/india/stockpricequote/innovativeidea/innovativeidealsservicesindia/IIS
Innovative Tyre,ITT01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/innovativetyrestubes/ITT01
Innoventive Ind,II02,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/innoventiveindustries/II02
Inox Green,IGE01,https://www.moneycontrol.com/india/stockpricequote/engineering/inoxgreenenergyservices/IGE01
Insecticides,II16,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/insecticidesindia/II16
Inspire Films,IFL01,https://www.moneycontrol.com/india/stockpricequote/tvbroadcastingsoftwareproduction/inspirefilms/IFL01
Int Constructio,SUBCA9666,https://www.moneycontrol.com/india/stockpricequote/intconstructio/internationalconstructions/SUBCA9666
Intecon (India),IIL01,https://www.moneycontrol.com/india/stockpricequote/computershardware/inteconindia/IIL01
Integ Proteins,IP04,https://www.moneycontrol.com/india/stockpricequote/integproteins/integratedproteins/IP04
Integra Capital,ICM,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/integracapital/ICM
Integra India,IHC01,https://www.moneycontrol.com/india/stockpricequote/electricequipment/integraindiagroupcompany/IHC01
Integral Knit,IKC,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/integralknitco/IKC
Integrated Ent,IE04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/integratedenterprises/IE04
Integrated Ther,IT03,https://www.moneycontrol.com/india/stockpricequote/plastics/integratedthermoplastics/IT03
Intellvisions,IS11,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/intellvisionssoftware/IS11
Inter State Oil,ISO,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/interstateoilcarrier/ISO
Interarch Build,IBP01,https://www.moneycontrol.com/india/stockpricequote/ironsteel/interarchbuildingproducts/IBP01
Interface Fin,IFS01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/interfacefinancialservices/IFS01
Interworld,ID,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/interworlddigital/ID
Intl Catalysts,IC04,https://www.moneycontrol.com/india/stockpricequote/miningminerals/internationalcatalysts/IC04
Intl Conveyor,IC05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationalconveyors/IC05
Intl Hometex,IH02,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/internationalhometex/IH02
Intl Travel,ITH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/internationaltravelhouse/ITH
Inve Gold ETF,RGE,https://www.moneycontrol.com/india/stockpricequote/invegoldetf/invescoindiagoldexchangetradedfund/RGE
Inventure Grow,IGS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/inventuregrowthsecurities/IGS
Invigorated Bus,EF05,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/invigoratedbusinessconsulting/EF05
Ion Exchange,IEI,https://www.moneycontrol.com/india/stockpricequote/engineering/ionexchangeindia/IEI
Ipca Labs,IL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL
Ipru BSE 500,ICICI3001,https://www.moneycontrol.com/india/stockpricequote/iprubse500/iciciprudentialbse500etf/ICICI3001
Ipru Gold ETF,ICI10,https://www.moneycontrol.com/india/stockpricequote/iprugoldetf/iciciprudentialgoldetf/ICI10
Ipru Nifty 50,ICI11,https://www.moneycontrol.com/india/stockpricequote/iprunifty50/iciciprudentialnifty50etf/ICI11
Ipru Nifty Con,IPC03,https://www.moneycontrol.com/india/stockpricequote/ipruniftycon/iciciprudentialniftyconsumptionetf/IPC03
Ipru Nifty Inf,IPN02,https://www.moneycontrol.com/india/stockpricequote/ipruniftyinf/iciciprudentialniftyinfrastructureetf/IPN02
Ipru Nifty Oil,OILIE24533,https://www.moneycontrol.com/india/stockpricequote/ipruniftyoil/iciciprudentialniftyoilgasetf/OILIE24533
Ipru Nifty5yr,IPN01,https://www.moneycontrol.com/india/stockpricequote/iprunifty5yr/iciciprudentialnifty5yrbenchmarkgsecetf/IPN01
Ipru NiftyFMCG,IPF01,https://www.moneycontrol.com/india/stockpricequote/ipruniftyfmcg/iciciprudentialniftyfmcgetf/IPF01
Ironwood Edu.,MJP01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/ironwoodeducation/MJP01
Ishaan Infrastr,IIA,https://www.moneycontrol.com/india/stockpricequote/ishaaninfrastr/ishaaninfrastructuresandshelters/IIA
Ishita Drugs,IDI02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ishitadrugsindustries/IDI02
Italian Edibles,IEL03,https://www.moneycontrol.com/india/stockpricequote/italianedibles/italianedibles/IEL03
Iykot Hitech,IHT01,https://www.moneycontrol.com/india/stockpricequote/engineering/iykothitechtoolroom/IHT01
J G Finance Ltd,JGF01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jgfinance/JGF01
J K Leatherite,JKL,https://www.moneycontrol.com/india/stockpricequote/plastics/jkleatherite/JKL
J R Foods Ltd,JRF,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/jrfoods/JRF
JB Chemicals,JBC01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01
JCL,JANUS54292,https://www.moneycontrol.com/india/stockpricequote/jcl/januscorporationlimited/JANUS54292
JCT Electronics,JCT01,https://www.moneycontrol.com/india/stockpricequote/electricals/jctelectronics/JCT01
JDCDABVB,CAPIN29157,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jdcdabvb/CAPIN29157
JF Lab,JFL,https://www.moneycontrol.com/india/stockpricequote/chemicals/jflaboratories/JFL
JHS Svendgaard,JHS01,https://www.moneycontrol.com/india/stockpricequote/personalcare/jhssvendgaardlaboratories/JHS01
JIK Industries,JIK,https://www.moneycontrol.com/india/stockpricequote/trading/jikindustries/JIK
JISL,JISLD57000,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jainirrigationsystems/JISLD57000
JJ Exporters,JJE,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/jjexporters/JJE
JK Bank,JKB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/jammukashmirbank/JKB
JK Paper,JKP01,https://www.moneycontrol.com/india/stockpricequote/paper/jkpaper/JKP01
JK Tyre Ind,JKT01,https://www.moneycontrol.com/india/stockpricequote/tyres/jktyreindustries/JKT01
JM Financial,JMF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmfinancial/JMF
JMD Ventures,AF25,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jmdventures/AF25
JMJ Fintech,ME15,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmjfintech/ME15
JNK India,JIL04,https://www.moneycontrol.com/india/stockpricequote/electricequipmentboilersturbines/jnkindia/JIL04
JOONKT-RE,JTI02,https://www.moneycontrol.com/india/stockpricequote/teacoffee/joonktolleeteaindustriesre/JTI02
JSHVCJSVC,JC09,https://www.moneycontrol.com/india/stockpricequote/jshvcjsvc/jshvcjsvc/JC09
JSW Energy,JE01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01
JSW Ispat Speci,MI16,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jswispatspecialproducts/MI16
JTEKT India,SKS04,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jtektindia/SKS04
JVSCVSV,ITC01,https://www.moneycontrol.com/india/stockpricequote/hotels/jvscvsv/ITC01
JYOTI-RE1,JSR04,https://www.moneycontrol.com/india/stockpricequote/jyotire1/jyotistructuresre1/JSR04
Jackard Product,JP,https://www.moneycontrol.com/india/stockpricequote/paper/jackardproducts/JP
Jafferson Leasi,JLF01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jaffersonleasingfinance/JLF01
Jagatjit Ind,JI01,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/jagatjitindustries/JI01
Jagjanani Text,JT02,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/jagjananitextiles/JT02
Jagsonpal Fin,JFL01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/jagsonpalfinanceleasing/JFL01
Jai Bharat Synt,JBS02,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/jaibharatsynthetics/JBS02
Jai Mata Glass,JMR,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/jaimatarolledglass/JMR
Jai Yatayat,JY01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jaiyatayat/JY01
Jain Granites,JGP,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jaingranitesprojectsindia/JGP
Jain Plastics,JP04,https://www.moneycontrol.com/india/stockpricequote/plastics/jainplastics/JP04
Jainam Ferro,JFA03,https://www.moneycontrol.com/india/stockpricequote/ferromanganese/jainamferroalloys/JFA03
Jaipan Inds,JI07,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/jaipanindustries/JI07
Jaiprakash Pow,JHP01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jaiprakashpowerventures/JHP01
Jaisukh Dealers,JDL01,https://www.moneycontrol.com/india/stockpricequote/jaisukhdealers/jaisukhdealersltd/JDL01
Jalan Ispat,JIC,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/jalanispatcastings/JIC
Jalpac India,JI02,https://www.moneycontrol.com/india/stockpricequote/packaging/jalpacindia/JI02
Jamna Auto,JAI,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jamnaautoindustries/JAI
Janak Intermed,JI03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/janakintermediates/JI03
Janice Textiles,JT01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/janicetextiles/JT01
Jasch Gauging,JGT,https://www.moneycontrol.com/india/stockpricequote/jaschgauging/jaschgaugingtechnologies/JGT
Jash Engineerin,JE04,https://www.moneycontrol.com/india/stockpricequote/diversified/jashengineering/JE04
Jatalia Global,SRO01,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/jataliaglobalventures/SRO01
Jauss Polymers,JP06,https://www.moneycontrol.com/india/stockpricequote/plastics/jausspolymers/JP06
Jay Bee Laminat,JBL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jaybeelaminations/JBL
Jay Energy,JES,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jayenergysenergies/JES
Jay Iron,JIS01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/jayironsteels/JIS01
Jay Mahesh,JMI01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jaymaheshinfraventures/JMI01
Jay Vinyls Ltd,JVL,https://www.moneycontrol.com/india/stockpricequote/plastics/jayvinyls/JVL
Jayant Infra,JI15,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/jayantinfratech/JI15
Jayant Paper,JPM,https://www.moneycontrol.com/india/stockpricequote/paper/jayantpapermills/JPM
Jayaswal Neco,JNI02,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/jayaswalnecoindustries/JNI02
Jayavant Prod,JP07,https://www.moneycontrol.com/india/stockpricequote/plastics/jayavantproducts/JP07
Jaykay Ent,JKS,https://www.moneycontrol.com/india/stockpricequote/jaykayent/jaykayenterprises/JKS
Jaypee Hotels,JH01,https://www.moneycontrol.com/india/stockpricequote/hotels/jaypeehotels/JH01
Jayshree Tea,JTI,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/jayshreeteaindustries/JTI
Jeevan Scient,JST,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/jeevanscientifictechnology/JST
Jenburkt Pharma,JP08,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jenburktpharma/JP08
Jet Airways,JA01,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/jetairways/JA01
Jet Solar,JI13,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/jetsolar/JI13
Jetmall Spices,JSM,https://www.moneycontrol.com/india/stockpricequote/consumerfood/jetmallspicesmasala/JSM
Jhandewalas Foo,JF05,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/jhandewalasfoodsltd/JF05
Jinaam's Dress,JD03,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/jinaamsdress/JD03
Jindal Cotex,JC,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/jindalcotex/JC
Jindal Ferro,JFA,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/jindalferroalloys/JFA
Jindal Leasefin,JL01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/jindalleasefin/JL01
Jindal PolyFilm,JPF01,https://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01
Jindal Steel,JSP,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jindalsteelpower/JSP
Jiwan Flora Ltd,JFL03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jiwanflora/JFL03
John Cockerill,CMI02,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/johncockerillindia/CMI02
Johnson Control,HHL,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/johnsoncontrolshitachiairconditioningindia/HHL
Jointeca Edu,JES01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/jointecaeducationsolutions/JES01
Jolly Rides,JR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jollyrides/JR
Joymat Hotel,JHR,https://www.moneycontrol.com/india/stockpricequote/hotels/joymathotelresorts/JHR
Jubilant Food,JF04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04
Jubilant Pharmo,JO03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantpharmova/JO03
Jumbo Bag,JB01,https://www.moneycontrol.com/india/stockpricequote/packaging/jumbobag/JB01
Juniper Hotels,JHL,https://www.moneycontrol.com/india/stockpricequote/hotelresortrestaurants/juniperhotels/JHL
Jupiter Leasing,JIL,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/jupiterindustriesleasing/JIL
Just Dial,JD,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD
Jyothy Consumer,HI12,https://www.moneycontrol.com/india/stockpricequote/chemicals/jyothyconsumerproducts/HI12
Jyoti CNC Auto,JCA,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/jyoticncautomation/JCA
Jyoti Resins,JRA,https://www.moneycontrol.com/india/stockpricequote/chemicals/jyotiresinsadhesives/JRA
K C C Software,KCC02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kccsoftware/KCC02
K.P. Energy,KEL04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kpenergy/KEL04
K2 Infragen,KIL07,https://www.moneycontrol.com/india/stockpricequote/infrastructure/k2infragen/KIL07
KBCSB,VEISL,https://www.moneycontrol.com/india/stockpricequote/kbcsb/kbcsb/VEISL
KC Textiles,KCT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kctextiles/KCT
KCD Industries,RII01,https://www.moneycontrol.com/india/stockpricequote/kcdindustries/kcdindustriesindia/RII01
KCL Infra,KC11,https://www.moneycontrol.com/india/stockpricequote/kclinfra/kclinfraprojects/KC11
KCP,KCP,https://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP
KDDL - RI,KR02,https://www.moneycontrol.com/india/stockpricequote/kddlri/kddlri/KR02
KDL Biotech,KDL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kdlbiotech/KDL
KEEPLN-RE,DKL,https://www.moneycontrol.com/india/stockpricequote/keeplnre/dsjkeeplearningre/DKL
KEIL,AI74,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/kanoriaenergyinfrastructure/AI74
KEW Industries,KEW01,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/kewindustries/KEW01
KFA Corporation,KFA,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kfacorporation/KFA
KG Petrochem,KGP,https://www.moneycontrol.com/india/stockpricequote/plastics/kgpetrochem/KGP
KGN Industries,KGN01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kgnindustries/KGN01
KIFS Financial,KIF03,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kifsfinancialservices/KIF03
KIOCL,KIO,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO
KJMC Fin Ser,KJM,https://www.moneycontrol.com/india/stockpricequote/kjmcfinser/kjmcfinancialservices/KJM
KLG Systel,KLG,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/klgsystel/KLG
KM Capital Ltd,KMC01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kmcapital/KMC01
KMF,KMF01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kmf/KMF01
KMS Medisurgi,KM05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kmsmedisurgi/KM05
KNIT-RE,LK,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/lwsknitwearre/LK
KNR Construct,KC13,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13
KP Green Eng,KGE01,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/kpgreenengineering/KGE01
KPIT Tech,KPITT54265,https://www.moneycontrol.com/india/stockpricequote/kpittech/kpittechnologies/KPITT54265
KPR Teleproduct,KPR,https://www.moneycontrol.com/india/stockpricequote/plastics/kprteleproducts/KPR
KR Steel Union,KRS,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/krsteelunion/KRS
KRBL,KRB01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01
KRM Intl,KRM,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/krminternational/KRM
KS Oils,KSO,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ksoils/KSO
KSL Ind,KSL04,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/kslindustries/KSL04
Kabra Agro Ind,KAI,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/kabraagroindustries/KAI
Kabra Extrusion,KET,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET
Kahan Packaging,KP15,https://www.moneycontrol.com/india/stockpricequote/packagingsacksbags/kahanpackaging/KP15
Kairosoft AI,PPT,https://www.moneycontrol.com/india/stockpricequote/kairosoftai/kairosoftaisolutions/PPT
Kajal Synthetic,KSS01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kajalsyntheticssilkmills/KSS01
Kakatiya Cement,KC01,https://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01
Kalana Ispat,KIL09,https://www.moneycontrol.com/india/stockpricequote/kalanaispat/kalanaispat/KIL09
Kallam Spinning,KSM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kallamtextiles/KSM
Kalpavriksha,KI22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kalpavrikshaindustries/KI22
Kalyan Capitals,AMI,https://www.moneycontrol.com/india/stockpricequote/kalyancapitals/kalyancapitals/AMI
Kalyani Cast,KCL05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kalyanicasttech/KCL05
Kalyani Invest,KIC04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kalyaniinvestmentcompany/KIC04
Kalyani Steels,KS01,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kalyanisteels/KS01
Kamadgiri,KS02,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/kamadgirifashion/KS02
Kamala Tea,KTC01,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/kamalateacompany/KTC01
Kamar Chemicals,KCI03,https://www.moneycontrol.com/india/stockpricequote/chemicals/kamarchemicalsindustries/KCI03
Kameshwari Ind,KIL03,https://www.moneycontrol.com/india/stockpricequote/cementmini/kameshwariindustries/KIL03
Kampani Consult,KCL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kampaniconsultantslimitd/KCL
Kanak Krishi,KKIL,https://www.moneycontrol.com/india/stockpricequote/kanakkrishi/kanakkrishiimplementsltd/KKIL
Kanan Steels,KSL02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/kanansteels/KSL02
Kanchi Karp,KK01,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanchikarpooram/KK01
Kandagiri Spin,KSM01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/kandagirispinningmills/KSM01
Kanel Ind,KOE02,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kanelindustries/KOE02
Kanishk Steel,KSI01,https://www.moneycontrol.com/india/stockpricequote/steelrolling/kanishksteelindustries/KSI01
Kanoria Chem,KCI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Kanoria Petro,KP05,https://www.moneycontrol.com/india/stockpricequote/trading/kanoriapetroproducts/KP05
Kanpur Plastipa,KANPR89014,https://www.moneycontrol.com/india/stockpricequote/kanpurplastipa/kanpurplastipacklimited/KANPR89014
Kanumanek Tradi,KTC02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kanumanektradingcompany/KTC02
Kanva Hydro,KHC,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanvahydrochem/KHC
Kappac Pharma,KP03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kappacpharma/KP03
Kar Mobiles,KM06,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/karmobiles/KM06
Karan Finance,KFL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/karanfinance/KFL
Kareems Silk,KSI04,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/kareemssilkinternational/KSI04
Karma Energy,KE9,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/karmaenergy/KE9
Karnataka Chem,KCI06,https://www.moneycontrol.com/india/stockpricequote/chemicals/karnatakachemicalindustriescorp/KCI06
Karnavati Alfa,KAI01,https://www.moneycontrol.com/india/stockpricequote/packaging/karnavatialfainternational/KAI01
Karnika Ind,KIL06,https://www.moneycontrol.com/india/stockpricequote/textiles/karnikaindustries/KIL06
Karur KCP,KKC,https://www.moneycontrol.com/india/stockpricequote/packaging/karurkcppackagings/KKC
Kashiram Pannal,KPI03,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/kashirampannalalindustries/KPI03
Kasi Housing,KHD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/kasihousingdevelopment/KHD
Katare Spinning,KSM02,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/katarespinningmills/KSM02
Kausambi Vanij,KV03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kausambivanijya/KV03
Kaveri Eng,KEI01,https://www.moneycontrol.com/india/stockpricequote/engineering/kaveriengineeringindustries/KEI01
Kavveri Telecom,KTP,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/kavveritelecomproducts/KTP
Kaya,K03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaya/K03
Kaynes Tech,KTI,https://www.moneycontrol.com/india/stockpricequote/electronicscomponents/kaynestechnologyindia/KTI
Kedia Chemical,KCI02,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/kediachemicalindustries/KCI02
Kedia Distiller,KD02,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/kediadistilleries/KD02
Kelvin Fincap,DS06,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kelvinfincap/DS06
Kemp and Co,KC12,https://www.moneycontrol.com/india/stockpricequote/plastics/kempcompany/KC12
Ken Enterprises,KEL07,https://www.moneycontrol.com/india/stockpricequote/textiles/kenenterprises/KEL07
Kennametal,WI06,https://www.moneycontrol.com/india/stockpricequote/machinetools/kennametalindia/WI06
Kerala Ayur,KA01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/keralaayurveda/KA01
Kesar Ent,KE01,https://www.moneycontrol.com/india/stockpricequote/sugar/kesarenterprises/KE01
